1;1;14.83;32.18;30.91;37.91;41.55;38.27
1;1;42.18;64.64;35.14;41.64;69.55;34.45
1;1;59.77;65.23;22.27;27.41;56.27;21.95
1;1;24.64;47.45;8.23;15.18;18.36;14.91
1;1;9.32;21.09;12.18;24.00;9.27;27.27
1;1;6.68;12.27;26.41;31.32;15.00;34.23
